field_id,crop,profit
F1,Maize,340120497.95622635
F1,Onion,170068683.24372432
F1,Potato,95718875.64038502
F1,Rice,884636078.5210083
F1,Potato,293479.1894592889
F1,Groundnut,1531960.8333333333
F1,Onion,305799.2167565794
F1,Rice,75141566.0168067
F1,Coconut,4062393562.5
F1,Turmeric,1256250.0
F1,Groundnut,1117077985.8333333
F1,Maize,1462137165.0795496
F1,Rice,1243837191.470588
F1,Groundnut,122101076.66666666
F1,Maize,5650306.806845546
F1,Rice,6890711.294117646
F1,Wheat,2418022.483529111
F1,Maize,542653.2279841761
F1,Rice,1010500936.0084032
F1,Garlic,543556.9852941176
F1,Turmeric,711875.0
F1,Groundnut,2424587565.833333
F1,Maize,581679505.4936361
F1,Onion,370823653.1080654
F1,Rice,90363110.80672267
F1,Groundnut,87840861.66666666
F1,Maize,4290876.555297558
F1,Onion,8890336.649473889
F1,Rice,13836110.773109242
F1,Wheat,3465197.574821246
F1,Maize,2288094.5386136915
F1,Onion,11611506.491336783
F1,Rice,146828661.68907562
F1,Coconut,3655947750.0
F1,Garlic,90592.83088235294
F1,Turmeric,628125.0
F1,Groundnut,1355722033.3333333
F1,Maize,550032193.012126
F1,Rice,132245145.72268906
F1,Soyabean,207979.3956043956
F1,Groundnut,46136076.666666664
F1,Maize,9074057.07000344
F1,Rice,14027519.420168065
F1,Wheat,8428172.855975484
F1,Maize,2741237.955796354
F1,Rice,152889935.512605
F1,Banana,108567237.01206636
F1,Coconut,3715461750.0
F1,Garlic,18118.566176470587
F1,Onion,605478017.3053206
F1,Turmeric,9798750.0
F1,Groundnut,2232636671.6666665
F1,Maize,760089341.5105779
F1,Rice,181938476.37815124
F1,Groundnut,69242097.5
F1,Maize,12827874.760491917
F1,Rice,23388313.731092434
F1,Wheat,6949434.696756894
F1,Maize,3977592.2174922605
F1,Rice,151285748.7563025
F1,Banana,85568197.56033182
F1,Coconut,3811045875.0
F1,Onion,616916680.7610993
F1,Turmeric,4648125.0
F1,Groundnut,1366800262.5
F1,Maize,726539945.5495356
F1,Rice,128088843.67226888
F1,Maize,17448818.743120056
F1,Rice,23470346.008403357
F1,Wheat,11664895.865423901
F1,Maize,1661525.863003096
F1,Rice,89670393.79831931
F1,Coconut,2944339125.0
F1,Onion,387540676.95742506
F1,Turmeric,209375.0
F1,Groundnut,1371902578.3333333
F1,Maize,413277985.19693846
F1,Rice,92031100.44537814
F1,Groundnut,25688830.833333332
F1,Maize,25297710.27777778
F1,Rice,26131837.672268905
F1,Wheat,5350112.7391470885
F1,Maize,2215367.8173374613
F1,Rice,32038161.638655458
F1,Banana,457212811.8755656
F1,Brinjal,18541917.770737324
F1,Coconut,2967339375.0
F1,Garlic,54355.69852941176
F1,Grapes,11843000.0
F1,Mango,318430875.0
F1,Onion,344343213.6860283
F1,Papaya,2477021.818181818
F1,Tomato,19033700.2130957
F1,Turmeric,376875.0
F1,Groundnut,646183611.6666666
F1,Maize,137061897.7898177
F1,Rice,63082821.25210083
F1,Groundnut,18041687.5
F1,Maize,37319996.74105608
F1,Rice,24290668.781512603
F1,Wheat,4042730.50395812
F1,Maize,1409779.5201238391
F1,Rice,23935195.579831928
F1,Banana,324680961.98416287
F1,Brinjal,18346821.834597412
F1,Coconut,3239656875.0
F1,Garlic,108711.39705882352
F1,Grapes,9166937.5
F1,Mango,163842000.0
F1,Onion,281977900.95851254
F1,Tomato,18608325.852272727
F1,Groundnut,1879589334.1666665
F1,Maize,729314749.6843826
F1,Rice,63281886.245042
F1,Groundnut,14078846.666666666
F1,Maize,27708880.806243554
F1,Rice,23816704.512605038
F1,Wheat,5914952.636874361
F1,Maize,2053131.285259718
F1,Rice,14574401.26890756
F1,Banana,102074905.20361991
F1,Coconut,32799522892.500004
F1,Garlic,163067.0955882353
F1,Onion,446054692.30289054
F1,Groundnut,1243319155.0
F1,Maize,358061620.65875477
F1,Onion,550185973.4175658
F1,Rice,87646930.95798318
F1,Groundnut,28664126.666666664
F1,Maize,38433275.0128999
F1,Onion,58624812.16313091
F1,Rice,42738816.47899159
F1,Wheat,9069170.942160366
F1,Maize,4537028.53500172
F1,Onion,26790670.51150033
F1,Rice,155050118.81512603
F1,Banana,96456187.44871795
F1,Coconut,3045980437.5
F1,Garlic,108711.39705882352
F1,Groundnut,352439617.5
F1,Maize,587520020.6484349
F1,Rice,93106634.74789914
F1,Groundnut,47250230.0
F1,Maize,119573918.50447197
F1,Rice,15814000.126050418
F1,Wheat,7412730.343207354
F1,Maize,7742598.6343309255
F1,Rice,56009816.00840335
F1,Banana,129570758.04675716
F1,Coconut,3132333750.0
F1,Garlic,90592.83088235294
F1,Onion,458814053.82524115
F1,Turmeric,209375.0
F1,Groundnut,1410746015.0
F1,Maize,990414867.7923977
F1,Onion,407705697.7725329
F1,Rice,62499480.61344537
F1,Groundnut,35159134.166666664
F1,Maize,50539476.92380461
F1,Onion,15719852.490370829
F1,Rice,8604274.420168066
F1,Wheat,3782523.3600612865
F1,Maize,4100668.2073443416
F1,Onion,8438285.633398945
F1,Rice,79844749.91596638
F1,Banana,161287546.15912518
F1,Coconut,3693826500.0
F1,Groundnut,394777444.1666666
F1,Maize,432936577.3942209
F1,Onion,378738977.76208353
F1,Potato,12759.964759099516
F1,Rice,102576258.54672268
F1,Groundnut,28145032.5
F1,Maize,65386916.79050568
F1,Onion,13096183.84805351
F1,Rice,8631618.512605041
F1,Wheat,16354970.971271705
F1,Maize,7709032.455280358
F1,Onion,2925035.9863672815
F1,Rice,54515005.62184873
F1,Banana,134122747.06259426
F1,Coconut,4975271437.5
F1,Groundnut,791213457.5
F1,Maize,739261527.4097008
F1,Onion,554644437.3604226
F1,Rice,101235030.81268907
F1,Groundnut,52086668.33333333
F1,Maize,45851400.58307534
F1,Onion,10326263.406417826
F1,Rice,22877890.672268905
F1,Wheat,7590432.782941776
F1,Maize,8883848.722050223
F1,Onion,4228006.562112707
F1,Rice,77857745.86554621
F1,Banana,170262781.06711915
F1,Coconut,5033574000.0
F1,Groundnut,988811083.3333333
F1,Maize,1492413858.5831614
F1,Onion,418967086.3200469
F1,Potato,121219.6652114454
F1,Rice,170071140.2605042
F1,Groundnut,51554913.33333333
F1,Maize,83630135.10448918
F1,Onion,5734843.282362519
F1,Rice,19131750.008403357
F1,Wheat,15472805.28830439
F1,Maize,33996945.01504988
F1,Onion,5468930.919965493
F1,Rice,105821637.73109242
F1,Banana,249375430.56862745
F1,Coconut,9950252812.5
F1,Groundnut,545922472.5
F1,Maize,909430866.4697284
F1,Onion,371204794.1608345
F1,Potato,105269.709262571
F1,Rice,95859273.38655461
F1,Groundnut,44059700.0
F1,Maize,55294685.62263502
F1,Onion,5433475.938312556
F1,Rice,10700654.840336133
F1,Wheat,4931242.702630235
F1,Maize,18517342.109563123
F1,Onion,2730033.5872761295
F1,Rice,13890798.957983192
F1,Banana,259739252.02488688
F1,Coconut,9746919000.0
F1,Groundnut,524348412.49999994
F1,Maize,1241171008.389663
F1,Onion,282292563.9206824
F1,Rice,58972092.68907562
F1,Maize,71300158.66658068
F1,Onion,4582556.378642074
F1,Rice,6088617.915966386
F1,Wheat,1034482.0598825332
F1,Groundnut,48098505.83333333
F1,Maize,17325742.753267974
F1,Onion,3545498.1652936745
F1,Rice,7738378.159663864
F1,Coconut,9745775812.5
F1,Groundnut,1012550145.8333333
F1,Maize,1173915574.2986758
F1,Onion,335634583.8175257
F1,Potato,481688.66965600674
F1,Rice,24536765.613445375
F1,Maize,67356132.62813897
F1,Onion,142989941.0062939
F1,Rice,9060009.294117646
F1,Wheat,1262956.6252553626
F1,Groundnut,21624703.333333332
F1,Maize,5460098.45889233
F1,Onion,8522491.214824669
F1,Rice,11912909.605042014
F1,Coconut,8604123937.5
F1,Groundnut,975314635.0
F1,Maize,1386411865.141469
F1,Onion,894905896.2836565
F1,Rice,21656521.210084032
F1,Maize,47031811.2130203
F1,Onion,37653190.51541882
F1,Rice,8449324.563025208
F1,Wheat,2456101.577757916
F1,Groundnut,24599999.166666664
F1,Maize,20011037.077313382
F1,Onion,9847621.15410318
F1,Rice,10117314.201680671
F1,Coconut,5083174687.5
F1,Rice,1641730195.2184873
F1,Groundnut,62430569.166666664
F1,Rice,715157393.5966386
F1,Rice,97071528.1512605
F1,Turmeric,9882500.0
F1,Rice,727617185.05042
F1,Rice,478111456.2605041
F1,Rice,81366904.39495797
F1,Coconut,934291312.5
F1,Turmeric,9966250.0
F1,Rice,702524422.8907562
F1,Rice,484072468.4117646
F1,Rice,54432973.34453781
F1,Banana,523616675.88235295
F1,Coconut,1016737312.5
F1,Tapioca,27634000.0
F1,Turmeric,10175625.0
F1,Rice,668371651.4369746
F1,Rice,445280315.9411764
F1,Rice,54788446.54621848
F1,Banana,596926688.8808446
F1,Coconut,1080329250.0
F1,Tapioca,28761500.0
F1,Turmeric,12646250.0
F1,Rice,675189445.1512604
F1,Rice,496386424.70588225
F1,Rice,56119192.37815125
F1,Coconut,1124401687.5
F1,Turmeric,16415000.0
F1,Rice,682244220.9999999
F1,Rice,430441588.44537807
F1,Rice,44142479.890756294
F1,Banana,661472973.5316741
F1,Brinjal,7725799.071140552
F1,Coconut,1136857312.5
F1,Mango,147638750.0
F1,Papaya,891514.318181818
F1,Tapioca,28279750.0
F1,Turmeric,13441875.0
F1,Rice,732949283.0756302
F1,Rice,652366242.6638654
F1,Rice,74840780.99999999
F1,Banana,356646040.4064857
F1,Brinjal,9356801.097270224
F1,Coconut,1140065062.5
F1,Mango,81571437.5
F1,Tapioca,28279750.0
F1,Turmeric,18969375.0
F1,Rice,696321962.4032772
F1,Rice,693701395.7310923
F1,Rice,62280727.87394957
F1,Banana,597294526.3770739
F1,Coconut,11539267740.0
F1,Tapioca,28074750.0
F1,Turmeric,7579375.0
F1,Rice,702825207.907563
F1,Rice,446483456.0084033
F1,Rice,35611123.050420165
F1,Banana,140707038.24509802
F1,Coconut,1148869312.5
F1,Tapioca,28115750.0
F1,Turmeric,11850625.0
F1,Rice,776207637.3109243
F1,Rice,427752752.6890756
F1,Rice,36185348.99159663
F1,Banana,96042370.26546003
F1,Coconut,1172244937.5
F1,Tapioca,26670500.0
F1,Turmeric,12688125.0
F1,Rice,703554383.7058822
F1,Rice,425783978.0336134
F1,Maize,151047.8057275542
F1,Rice,32411864.23529411
F1,Banana,29003986.577677224
F1,Coconut,1400592375.0
F1,Tapioca,26588500.0
F1,Turmeric,20518750.0
F1,Rice,759357660.6694115
F1,Rice,428627763.6470588
F1,Maize,117481.62667698659
F1,Rice,32885828.504201677
F1,Banana,34981345.891402714
F1,Coconut,2276598187.5
F1,Tapioca,32712875.0
F1,Turmeric,12562500.0
F1,Rice,674302585.0865545
F1,Rice,429794444.9243697
F1,Maize,67132.35810113519
F1,Rice,26833669.378151257
F1,Banana,72537554.25641026
F1,Coconut,1952717812.5
F1,Tapioca,30288750.0
F1,Turmeric,13316250.0
F1,Rice,731481816.7815125
F1,Rice,431580925.63025206
F1,Maize,50349.2685758514
F1,Rice,26022461.302521005
F1,Banana,75277943.60331824
F1,Coconut,3667686750.0
F1,Tapioca,34147875.0
F1,Turmeric,9003125.0
F1,Rice,794801620.1680671
F1,Rice,430277523.89075625
F1,Maize,67132.35810113519
F1,Rice,34325950.70588235
F1,Banana,85227947.87631975
F1,Coconut,3679511062.5
F1,Tapioca,33989000.0
F1,Turmeric,2177500.0
F1,Rice,763948369.2016805
F1,Rice,501171640.8823529
F1,Maize,251746.342879257
F1,Rice,35547320.168067224
F1,Coconut,3699201187.5
F1,Tapioca,32564250.0
F1,Turmeric,11808750.0
F1,Rice,793015139.4621848
F1,Rice,527932392.68067217
F1,Maize,565030.6806845546
F1,Rice,49237595.781512596
F1,Coconut,3751651312.5
F1,Tapioca,22380875.0
F1,Turmeric,11976250.0
F1,Rice,713024554.3865545
F1,Rice,473772860.2605041
F1,Rice,25676102.798319325
F1,Coconut,4813791937.5
F1,Tapioca,23677500.0
F1,Turmeric,15033125.0
F1,Groundnut,320964785.8333333
F1,Maize,2143709619.4276748
F1,Onion,166372501.4064057
F1,Potato,35089.90308752367
F1,Rice,1984142035.4117644
F1,Soyabean,93590.72802197801
F1,Groundnut,284147082.5
F1,Maize,11188.7263501892
F1,Onion,1728430.3555806663
F1,Rice,1968774.6554621847
F1,Wheat,3008248.444075587
F1,Maize,777616.4813381494
F1,Onion,2969354.7134334524
F1,Rice,1575985882.3025208
F1,Coconut,1240614375.0
F1,Garlic,253659.92647058822
F1,Groundnut,209043019.16666666
F1,Maize,1498774649.513244
F1,Rice,2019470602.8403358
F1,Groundnut,147726603.3333333
F1,Maize,4565000.350877194
F1,Rice,4447972.369747899
F1,Wheat,3173257.852400408
F1,Maize,4436329.997850018
F1,Rice,1611332679.1260502
F1,Banana,217281609.02262443
F1,Coconut,1302636562.5
F1,Garlic,525438.419117647
F1,Onion,250352057.32409298
F1,Potato,717748.0176993478
F1,Turmeric,26841875.0
F1,Groundnut,234693867.5
F1,Maize,2483735013.2099247
F1,Rice,2252114141.2941175
F1,Groundnut,129241786.66666666
F1,Maize,956636.1029411765
F1,Wheat,4823351.935648621
F1,Maize,911881.1975404198
F1,Rice,1550874890.7478988
F1,Banana,194402116.7571644
F1,Coconut,1232629125.0
F1,Garlic,108711.39705882352
F1,Onion,230404198.27160943
F1,Turmeric,18592500.0
F1,Groundnut,261129687.49999997
F1,Maize,1486109011.2848299
F1,Rice,2070203009.008403
F1,Maize,827965.7499140007
F1,Wheat,4683728.590143003
F1,Maize,911881.1975404198
F1,Rice,1130195143.3025208
F1,Coconut,982373437.5
F1,Onion,216226637.48314136
F1,Potato,200969.4449558174
F1,Turmeric,7328125.0
F1,Groundnut,159944307.5
F1,Maize,1103090936.5019782
F1,Rice,1763867141.4369745
F1,Soyabean,31196.90934065934
F1,Groundnut,44262273.33333333
F1,Maize,665729.2178362574
F1,Wheat,3592127.888917262
F1,Maize,3574798.0688854493
F1,Rice,272565913.4117647
F1,Banana,196489594.54826546
F1,Brinjal,5634370.635720686
F1,Coconut,992935125.0
F1,Garlic,54355.69852941176
F1,Grapes,854062.5
F1,Mango,161539000.0
F1,Onion,119855565.47775267
F1,Papaya,710008.409090909
F1,Tomato,48442208.98931439
F1,Turmeric,2177500.0
F1,Groundnut,135230360.8333333
F1,Maize,873302469.0849674
F1,Rice,1518399223.630252
F1,Soyabean,20797.939560439558
F1,Groundnut,74914150.83333333
F1,Maize,2646133.7818197454
F1,Wheat,2824199.4886363633
F1,Maize,212585.80065359478
F1,Rice,254810482.72268903
F1,Banana,50844337.91628959
F1,Brinjal,41781745.683723755
F1,Coconut,977493562.5
F1,Garlic,634149.8161764706
F1,Mango,121072000.0
F1,Onion,226796653.88842312
F1,Potato,15949.955948874396
F1,Tomato,34469742.696519144
F1,Turmeric,2638125.0
F1,Groundnut,165489752.5
F1,Maize,2934702223.1174755
F1,Rice,1668880509.1870584
F1,Groundnut,69875139.16666666
F1,Maize,1381807.7042483662
F1,Wheat,2430715.5149387126
F1,Maize,1935649.6585827314
F1,Rice,2025048797.6974788
F1,Banana,50182230.42307692
F1,Coconut,9061970872.5
F1,Garlic,36237.132352941175
F1,Onion,277891714.3230116
F1,Potato,60609.8326057227
F1,Turmeric,586250.0
F1,Groundnut,167578790.0
F1,Maize,2657579848.8759894
F1,Onion,263412786.19049355
F1,Potato,22329.938328424152
F1,Rice,2051171520.6722686
F1,Groundnut,64456302.49999999
F1,Maize,5700656.075421397
F1,Onion,28758421.99323832
F1,Wheat,1351807.845122574
F1,Maize,1476911.8782249743
F1,Onion,5380293.465833151
F1,Rice,2073566332.378151
F1,Banana,95012425.2760181
F1,Coconut,909124125.0
F1,Turmeric,1340000.0
F1,Groundnut,81852287.5
F1,Maize,2217034937.5636396
F1,Rice,2166563590.7563024
F1,Groundnut,47870610.83333333
F1,Maize,6215337.4875301
F1,Wheat,1662787.114657814
F1,Maize,3709062.7850877196
F1,Rice,1755271981.7142854
F1,Banana,251775570.23152336
F1,Coconut,859011562.5
F1,Onion,255643713.3357938
F1,Potato,204159.43614559225
F1,Groundnut,144308178.3333333
F1,Maize,2985017925.514276
F1,Onion,298415716.8273553
F1,Potato,315809.127787713
F1,Rice,613674351.8655461
F1,Groundnut,84637670.83333333
F1,Maize,6483866.919934641
F1,Onion,14833477.94904741
F1,Wheat,1472391.6435137894
F1,Maize,2998578.6618507053
F1,Onion,1196605.6307866152
F1,Rice,1858131342.7647057
F1,Banana,189068473.06184012
F1,Coconut,1057789687.5
F1,Groundnut,150701899.16666666
F1,Maize,2387372107.51892
F1,Onion,235434373.79361984
F1,Potato,417888.84586050914
F1,Rice,2144274691.835126
F1,Groundnut,17636540.833333332
F1,Maize,7669871.913054696
F1,Onion,16841116.285144955
F1,Wheat,2544952.7976251272
F1,Maize,13023677.471620228
F1,Onion,2827534.7868217053
F1,Rice,1931158298.9663863
F1,Banana,199349531.08144796
F1,Coconut,1406205937.5
F1,Groundnut,203877399.16666666
F1,Maize,2867346090.4893365
F1,Onion,174004186.20720032
F1,Potato,472118.6960866821
F1,Rice,2330387335.070756
F1,Groundnut,45566339.166666664
F1,Maize,10371949.326625388
F1,Onion,19770584.14421885
F1,Wheat,2773427.362997957
F1,Maize,21499137.681888547
F1,Onion,3111174.6400451995
F1,Rice,1949278317.5546215
F1,Banana,281975028.6719457
F1,Coconut,1696183125.0
F1,Groundnut,226958098.3333333
F1,Maize,3581779834.1279674
F1,Onion,207260958.99765497
F1,Potato,1939514.6433831265
F1,Rice,2471468450.8235292
F1,Groundnut,54036436.666666664
F1,Maize,34450088.432232544
F1,Onion,33691096.31570314
F1,Wheat,5039133.469611849
F1,Maize,13543953.246904027
F1,Onion,33287795.899400987
F1,Rice,2365902024.6218486
F1,Banana,393696472.21417797
F1,Coconut,1577411062.5
F1,Groundnut,149878945.0
F1,Maize,2668880462.4896803
F1,Onion,141505263.64957717
F1,Potato,2558372.934199453
F1,Rice,2517689081.7394953
F1,Groundnut,77572925.83333333
F1,Maize,32094861.53551772
F1,Onion,15081662.820617968
F1,Wheat,5159717.268003064
F1,Maize,12072635.731854146
F1,Onion,4493918.924509732
F1,Rice,2453239055.8655457
F1,Banana,535433455.44871795
F1,Coconut,1986348000.0
F1,Turmeric,7788750.0
F1,Groundnut,200686869.16666666
F1,Maize,2701478816.7109566
F1,Onion,65166256.278097734
F1,Potato,143549.60353986957
F1,Rice,2261219724.0756297
F1,Groundnut,1924446.6666666665
F1,Maize,80446942.45786035
F1,Onion,5801321.3729617745
F1,Wheat,3287495.135086823
F1,Groundnut,90183115.83333333
F1,Maize,38791314.25610595
F1,Onion,3674022.4737855704
F1,Rice,1269732047.008403
F1,Coconut,1987149937.5
F1,Garlic,144948.5294117647
F1,Turmeric,586250.0
F1,Groundnut,161982701.66666666
F1,Maize,3715652944.907981
F1,Onion,84046034.00828655
F1,Potato,1173916.7578371556
F1,Rice,2262924172.5042014
F1,Maize,28833347.804437567
F1,Onion,103630479.49882749
F1,Wheat,1180451.921092952
F1,Groundnut,35728871.666666664
F1,Maize,13846048.858359134
F1,Onion,8070440.198749727
F1,Rice,1850939846.4537811
F1,Coconut,1054718437.5
F1,Garlic,271778.4926470588
F1,Groundnut,191039314.16666666
F1,Maize,3222470670.4811664
F1,Onion,158284333.71682948
F1,Potato,472118.6960866821
F1,Rice,2394212274.991596
F1,Maize,37605309.2629859
F1,Onion,18768980.91252339
F1,Wheat,4575837.823161389
F1,Groundnut,56530620.83333333
F1,Maize,15401281.821035434
F1,Onion,345686.07111613324
F1,Rice,2160876019.5294113
F1,Coconut,2800621687.5
F1,Garlic,36237.132352941175
F1,Groundnut,929773617.5
F1,Maize,1575216027.9377365
F1,Rice,942514407.512605
F1,Groundnut,195293354.16666666
F1,Maize,20441803.041795667
F1,Rice,273440.92436974787
F1,Wheat,217431628.04647598
F1,Maize,1728658.2211042312
F1,Rice,56337945.11764705
F1,Garlic,40712418.19852941
F1,Groundnut,484112284.1666666
F1,Maize,364165070.882783
F1,Onion,206197309.54806688
F1,Potato,178113158.08108038
F1,Rice,307119731.5546218
F1,Soyabean,62986559.958791204
F1,Groundnut,26992896.666666664
F1,Maize,861531.9289645683
F1,Onion,18720230.3127506
F1,Rice,27344.092436974785
F1,Wheat,194565131.96207863
F1,Maize,296501.2482800138
F1,Onion,257048.6169837914
F1,Rice,18521065.277310923
F1,Coconut,28357875.0
F1,Garlic,181185.66176470587
F1,Groundnut,297516922.5
F1,Maize,296344606.11111116
F1,Rice,346221783.73949575
F1,Soyabean,42729366.82692307
F1,Groundnut,18016365.833333332
F1,Maize,732861.5759373925
F1,Wheat,158840595.05975485
F1,Maize,145453.4425524596
F1,Rice,23643525.260504197
F1,Banana,19854028.85897436
F1,Coconut,30558937.5
F1,Garlic,13733873.161764706
F1,Onion,645670670.881631
F1,Groundnut,502166632.49999994
F1,Maize,429160382.25103205
F1,Rice,485129773.31932765
F1,Soyabean,26569367.788461536
F1,Groundnut,14863818.333333332
F1,Maize,1611176.5944272447
F1,Wheat,175709633.8031154
F1,Maize,218180.1638286894
F1,Rice,24618797.890756298
F1,Banana,17748159.19306184
F1,Coconut,32094562.5
F1,Garlic,17901143.38235294
F1,Onion,439934276.09505236
F1,Potato,117516085.44011678
F1,Turmeric,544375.0
F1,Groundnut,102147603.33333333
F1,Maize,81330851.8395253
F1,Rice,75861627.11764705
F1,Soyabean,38684167.58241758
F1,Maize,1068523.3664430685
F1,Wheat,90126869.5238764
F1,Maize,486709.5962332302
F1,Rice,9187615.058823528
F1,Coconut,33817875.0
F1,Onion,380259110.1004532
F1,Potato,6558621.886177151
F1,Groundnut,260281411.66666666
F1,Maize,139825513.19831443
F1,Rice,68879768.84873949
F1,Soyabean,37072327.266483516
F1,Groundnut,14952444.166666666
F1,Maize,2495085.9760921914
F1,Wheat,64150580.744126655
F1,Maize,844748.8394392845
F1,Rice,5979241.5462184865
F1,Banana,17794138.880090497
F1,Brinjal,16005670.600918457
F1,Coconut,34056750.0
F1,Garlic,17357586.397058822
F1,Mango,145191812.5
F1,Onion,289405719.6148028
F1,Papaya,197521.13636363632
F1,Potato,5620764.476383337
F1,Tomato,17180798.33629055
F1,Groundnut,58569015.0
F1,Maize,55949226.114121094
F1,Rice,59026780.87394957
F1,Soyabean,121771936.12637362
F1,Groundnut,13774986.666666666
F1,Maize,4458707.450550396
F1,Wheat,24764104.280132785
F1,Maize,1392996.4305985554
F1,Rice,8002704.38655462
F1,Banana,15403195.154600302
F1,Brinjal,8724690.264176907
F1,Coconut,35609437.5
F1,Garlic,18281633.272058822
F1,Mango,89323500.0
F1,Onion,42483931.76563145
F1,Potato,197779.4537660425
F1,Tomato,7952337.626910817
F1,Groundnut,314659690.8333333
F1,Maize,239780000.04772964
F1,Rice,141139996.69848737
F1,Soyabean,168910466.14010987
F1,Groundnut,19763560.833333332
F1,Maize,6489461.283109736
F1,Wheat,136259692.18207353
F1,Maize,990202.2819917442
F1,Rice,8194113.033613444
F1,Banana,18465442.3107089
F1,Coconut,354680405.625
F1,Garlic,25112332.720588233
F1,Onion,508987284.7368533
F1,Potato,2915651.9474542397
F1,Groundnut,270068235.8333333
F1,Maize,534032314.3313554
F1,Onion,603417196.4967437
F1,Potato,9088284.89966863
F1,Rice,356302639.15126044
F1,Soyabean,86820998.69505493
F1,Groundnut,13648378.333333332
F1,Maize,9717408.83513932
F1,Onion,2481848.715705572
F1,Wheat,155584832.503192
F1,Maize,1068523.3664430685
F1,Onion,141819.92661174698
F1,Rice,8248801.218487394
F1,Banana,27624595.966817494
F1,Coconut,32742937.5
F1,Garlic,20872588.23529412
F1,Groundnut,272689028.3333333
F1,Maize,795378584.4190747
F1,Rice,295097445.5798319
F1,Soyabean,111684935.43956043
F1,Groundnut,11356767.5
F1,Maize,4665698.888028896
F1,Wheat,143710501.6195097
F1,Maize,4050318.93876849
F1,Rice,3618534.8991596634
F1,Banana,43883013.30015083
F1,Coconut,36257812.5
F1,Garlic,25746482.536764704
F1,Onion,810806679.8028905
F1,Potato,44280267.7052651
F1,Groundnut,345678732.5
F1,Maize,487895601.22635025
F1,Onion,1156439568.4465444
F1,Potato,36222349.959893756
F1,Rice,408347561.7563025
F1,Soyabean,141633968.40659338
F1,Groundnut,8457436.666666666
F1,Maize,11955154.10517716
F1,Onion,296935.47134334524
F1,Potato,1138826.8547496318
F1,Wheat,173012364.62857506
F1,Maize,2746832.3189714486
F1,Onion,372277.3073558358
F1,Rice,7209725.705882352
F1,Banana,44885370.47737557
F1,Coconut,39090187.5
F1,Garlic,28862875.91911765
F1,Groundnut,234833136.66666666
F1,Maize,493999051.4503784
F1,Onion,334424682.56861925
F1,Potato,15235397.922364824
F1,Rice,251994041.20168063
F1,Soyabean,207885804.87637362
F1,Groundnut,8419454.166666666
F1,Maize,44497564.69470245
F1,Onion,323526.7075830478
F1,Potato,3483470.379234168
F1,Wheat,222953096.7096527
F1,Maize,6299252.9351565195
F1,Onion,119660.56307866151
F1,Rice,3718796.571428571
F1,Banana,114599771.95022625
F1,Coconut,51665250.0
F1,Garlic,25148569.852941174
F1,Groundnut,451561281.6666666
F1,Maize,619676420.1788787
F1,Onion,444649788.6548929
F1,Potato,9442373.921733642
F1,Rice,279546039.8881512
F1,Soyabean,199701815.65934065
F1,Groundnut,13129284.166666666
F1,Maize,36005321.394908845
F1,Onion,261480.4896904085
F1,Potato,8242937.234378288
F1,Wheat,194279538.7553626
F1,Maize,5034926.85758514
F1,Onion,66478.0905992564
F1,Rice,7711034.06722689
F1,Banana,75664172.97435898
F1,Coconut,57261750.0
F1,Garlic,10671835.477941176
F1,Groundnut,597376099.1666666
F1,Maize,746260075.7417442
F1,Onion,678927443.6720858
F1,Potato,25743228.901483275
F1,Rice,306782487.7478991
F1,Soyabean,269052545.12362635
F1,Groundnut,14699227.5
F1,Maize,37437478.36773306
F1,Onion,456482.8887815606
F1,Potato,4641437.181122449
F1,Wheat,261209893.378192
F1,Maize,12363542.616959065
F1,Onion,327958.5802896649
F1,Rice,8048277.873949579
F1,Banana,84878502.25490196
F1,Coconut,83026125.0
F1,Garlic,10436294.11764706
F1,Groundnut,373190723.3333333
F1,Maize,477316660.46224636
F1,Onion,325006953.0670579
F1,Potato,31970091.70392384
F1,Rice,235068047.98319325
F1,Soyabean,184654506.38736263
F1,Groundnut,8672670.833333332
F1,Maize,57694667.424750604
F1,Onion,70909.96330587349
F1,Potato,2829522.185330318
F1,Wheat,197782815.42441264
F1,Maize,11798511.93627451
F1,Onion,53182.472479405114
F1,Rice,6043044.428571427
F1,Banana,58366614.71417798
F1,Coconut,86677500.0
F1,Garlic,14096244.485294117
F1,Groundnut,121594643.33333333
F1,Maize,319113664.2337462
F1,Onion,10490242.696562659
F1,Potato,7104110.3796286555
F1,Rice,218834771.7731092
F1,Soyabean,166217132.96703294
F1,Maize,66282014.89852082
F1,Onion,88637.45413234187
F1,Potato,1409976.1058804966
F1,Wheat,133207018.12806433
F1,Groundnut,11090890.0
F1,Maize,9068462.706828346
F1,Onion,48750.599772788024
F1,Potato,1390836.1587418474
F1,Rice,2779982.7310924367
F1,Coconut,75757500.0
F1,Garlic,11632119.485294117
F1,Turmeric,795625.0
F1,Groundnut,404614911.6666666
F1,Maize,619441456.9255246
F1,Onion,626290091.5355945
F1,Potato,24282212.93656638
F1,Rice,228596612.7731092
F1,Soyabean,294062067.44505495
F1,Maize,39999696.70192639
F1,Onion,341254.1984095162
F1,Potato,3834369.4101094045
F1,Wheat,180685302.11567923
F1,Groundnut,8571384.166666666
F1,Maize,11451661.419418646
F1,Potato,133979.62997054492
F1,Rice,2743523.9411764704
F1,Coconut,58882687.5
F1,Garlic,15726915.44117647
F1,Groundnut,272524437.5
F1,Maize,446586823.5414517
F1,Onion,485742112.39064664
